algorithm,comparisonWarning,completePaths,failedPaths,failureRate,horizon,meanFees,meanFunding,meanTerminalOrStoppedReturn,medianPathSharpe,paths,seed,stress,worstDrawdown,worstES95,worstTerminalOrStoppedReturn
double_dqn,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,13,17,0.5666666666666667,1,0.004169087730047382,-0.001255549462580326,-0.0066155557309789245,0.3071870041816486,30,23,impact10bp,0.16768550158546147,0.019153375544462847,-0.14613607421801533
double_dqn,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,14,16,0.5333333333333333,1,0.004239599900253471,-0.0021194584536774882,0.002091950006268014,0.3849568133066783,30,23,funding2x,0.16735091579810768,0.019149297334921773,-0.1506390239099521
double_dqn,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,9,21,0.7,1,0.005515266367208852,-0.0017130834665738859,-0.04754055559675527,-1.2270116870631103,30,47,base,0.1831413428170846,0.01984849788678474,-0.15290920586855739
double_dqn,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,9,21,0.7,1,0.008187718053443335,-0.0017119700968823805,-0.050592707994296535,-1.373711803969535,30,47,cost1_5x,0.17088507868686853,0.019867152699815465,-0.13243871829533616
double_dqn,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,8,22,0.7333333333333333,1,0.010775186827927767,-0.0016998817246507334,-0.055026051154814064,-1.5896507764083316,30,47,cost2x,0.16241737165711279,0.01874229267680428,-0.14130561833478938
double_dqn,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,7,23,0.7666666666666667,1,0.012790291891549985,-0.0016371999279433589,-0.0588601559568271,-1.7595877648312692,30,47,extreme25bp,0.1631998902982177,0.01878154535853254,-0.14558308010952425
double_dqn,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,5,25,0.8333333333333334,1,0.003001983295753387,-0.0017165605728312202,-0.05862929069993029,-2.2924568296886236,30,47,delay1bar,0.16053634891589008,0.019393974356107877,-0.1494568910357721
double_dqn,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,19,11,0.36666666666666664,1,0.0074981579495369205,-0.003053705395577306,-0.04166056311161561,-0.8969178742264057,30,47,partial50pct,0.1705828741555373,0.01953675557497329,-0.1460536433325338
double_dqn,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,9,21,0.7,1,0.005178881162341778,-0.0017030953968799722,-0.050515327906138795,-1.3017948447271503,30,47,missed10pct,0.1771578422893434,0.01985700687266243,-0.16030361679166372
double_dqn,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,9,21,0.7,1,0.005459689858341472,-0.001712216340983996,-0.05042899477532484,-1.3685288369555892,30,47,impact10bp,0.17073673494026698,0.01986183407642149,-0.13225858357997466
double_dqn,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,9,21,0.7,1,0.005498703464013161,-0.003399051438918407,-0.048624249136919734,-1.1880840816642753,30,47,funding2x,0.18610286586095948,0.01983116989314906,-0.15596865743482247
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,10,20,0.6666666666666666,1,0.0009705367281729444,-0.005172939353804983,-0.03175645019669072,-0.8536796261688429,30,11,base,0.23021568196215025,0.020367739140882857,-0.2107124218186187
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,10,20,0.6666666666666666,1,0.0014529495432023395,-0.0051711686519557805,-0.029949625395838828,-0.8724121373516667,30,11,cost1_5x,0.16134683307888753,0.020398431683918816,-0.13759035906939987
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,10,20,0.6666666666666666,1,0.0019362034213424703,-0.0051699172622716736,-0.03088888161495368,-0.8911384159793081,30,11,cost2x,0.16174072290446695,0.02042912415805509,-0.138152599020277
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,10,20,0.6666666666666666,1,0.0024184815659566523,-0.0051695406166332915,-0.03147065516505597,-0.9098580601918025,30,11,extreme25bp,0.16213443278236017,0.02045981656324769,-0.13871453611266993
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,11,19,0.6333333333333333,1,0.0008184303956425162,-0.005092025852736651,-0.034253316444731355,-1.1849831198621188,30,11,delay1bar,0.22627305628140282,0.020875442005047373,-0.20160559962227065
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,9,21,0.7,1,0.0007950130862818323,-0.005068379984527181,-0.04415374579800989,-1.2741132540290416,30,11,partial50pct,0.2400747955678606,0.02006663555158596,-0.22043538601236778
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,10,20,0.6666666666666666,1,0.0009996103856910142,-0.004927974828075283,-0.034523471052730216,-0.9568395835331848,30,11,missed10pct,0.22928867626570548,0.020850871608219152,-0.20984463828135935
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,10,20,0.6666666666666666,1,0.0009702859803831051,-0.005172364095799761,-0.032233118019536065,-0.8624745564669598,30,11,impact10bp,0.23069906889376057,0.020392462478998664,-0.21132795490322032
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,10,20,0.6666666666666666,1,0.0009667330526713402,-0.010246395712772128,-0.036622926690721105,-0.9898445990934504,30,11,funding2x,0.22795022514547247,0.020390669977324926,-0.2070886836088659
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,13,17,0.5666666666666667,1,0.0016000125729845678,-0.00017747118098379282,-0.018389771127396648,-0.707307000103721,30,23,base,0.16199381078171637,0.019756297421266,-0.13904219513384786
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,13,17,0.5666666666666667,1,0.0023976343066628237,-0.0001827679455258265,-0.01954539413150487,-0.7232402780131024,30,23,cost1_5x,0.15888306558665422,0.01964360607573462,-0.1406868096372741
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,13,17,0.5666666666666667,1,0.0031935656320496355,-0.00018427504667684058,-0.021141782604528404,-0.7391667008118779,30,23,cost2x,0.15922306021393373,0.019672554190529584,-0.14232850301033495
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,13,17,0.5666666666666667,1,0.00398786393211886,-0.00018577749948950635,-0.022734843603524867,-0.7550860487070128,30,23,extreme25bp,0.1595629287955398,0.019701502703791268,-0.14396728007777915
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,9,21,0.7,1,0.00109209525791388,0.0001865460316644327,-0.028237071311941208,-1.2352228293402323,30,23,delay1bar,0.17585847471888594,0.021876812153171186,-0.14508360320575575
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,17,13,0.43333333333333335,1,0.0013344533898809684,-0.0005097255417568185,-0.017985613141454537,-0.860464541409826,30,23,partial50pct,0.1714509070905449,0.017497957962625172,-0.15457345867295946
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,13,17,0.5666666666666667,1,0.0015375331854232304,-0.0001839763072208462,-0.018843854833059264,-0.8101486980832384,30,23,missed10pct,0.15856829532012862,0.019729094484389854,-0.13898160713262464
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,13,17,0.5666666666666667,1,0.0015989315198053806,-0.00018225662977589183,-0.018964708663306285,-0.7158909279833463,30,23,impact10bp,0.15867410966888462,0.01964146188260346,-0.14045697363460563
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,13,17,0.5666666666666667,1,0.0015997241849301095,-0.00027254333366851777,-0.018356714475660636,-0.7223928592729061,30,23,funding2x,0.1611628573754268,0.019757847912136334,-0.14392357716750492
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,8,22,0.7333333333333333,1,0.0012798755227374998,3.5972585976279856e-05,-0.030798266722382613,-1.1491525459178982,30,47,base,0.18228884598415274,0.018956545572489235,-0.13112003224865
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,8,22,0.7333333333333333,1,0.0019177569229838066,3.737948564072104e-05,-0.032061819442858075,-1.1910097449225814,30,47,cost1_5x,0.18273734844296785,0.018975190914746108,-0.1326182425343161
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,8,22,0.7333333333333333,1,0.0025542733879658224,3.877981130751991e-05,-0.033322643250306205,-1.246666600654264,30,47,cost2x,0.18318566590830831,0.01899383571265767,-0.13411397080047172
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,8,22,0.7333333333333333,1,0.0031894293877073317,4.0173586915508154e-05,-0.03458074708298766,-1.3022862035324745,30,47,extreme25bp,0.18363379843235395,0.019012479966197836,-0.13560722098563283
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,8,22,0.7333333333333333,1,0.0010223149990188896,-0.0001243023986631425,-0.03118866413533313,-1.3497606249958172,30,47,delay1bar,0.22627305628140282,0.018793228635589056,-0.20160559962227065
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,12,18,0.6,1,0.0019534532579181365,-0.0034085475075431473,-0.05305152777516861,-0.794505774151308,30,47,partial50pct,0.2423918277218824,0.018901208889723065,-0.22281229924831802
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,8,22,0.7333333333333333,1,0.0012173228396332495,6.401099382571477e-06,-0.028841976982817256,-1.1207952904765222,30,47,missed10pct,0.18179354907698675,0.018926071946337674,-0.13012156033045585
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,8,22,0.7333333333333333,1,0.001278756752335117,3.815677388410224e-05,-0.03166544236741944,-1.1843924149398346,30,47,impact10bp,0.18254347040163266,0.018969957817777994,-0.1320181815094168
cql,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,8,22,0.7333333333333333,1,0.0012802730323591422,0.00012184909733036151,-0.03065146240971891,-1.1999883114636818,30,47,funding2x,0.18089098281790572,0.01895277319458132,-0.13131299297642118
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,10,20,0.6666666666666666,1,0.0009705367281729444,-0.005172939353804983,-0.03175645019669072,-0.8536796261688429,30,11,base,0.23021568196215025,0.020367739140882857,-0.2107124218186187
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,10,20,0.6666666666666666,1,0.0014529495432023395,-0.0051711686519557805,-0.029949625395838828,-0.8724121373516667,30,11,cost1_5x,0.16134683307888753,0.020398431683918816,-0.13759035906939987
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,10,20,0.6666666666666666,1,0.0019362034213424703,-0.0051699172622716736,-0.03088888161495368,-0.8911384159793081,30,11,cost2x,0.16174072290446695,0.02042912415805509,-0.138152599020277
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,10,20,0.6666666666666666,1,0.0024184815659566523,-0.0051695406166332915,-0.03147065516505597,-0.9098580601918025,30,11,extreme25bp,0.16213443278236017,0.02045981656324769,-0.13871453611266993
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,11,19,0.6333333333333333,1,0.0008184303956425162,-0.005092025852736651,-0.034253316444731355,-1.1849831198621188,30,11,delay1bar,0.22627305628140282,0.020875442005047373,-0.20160559962227065
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,9,21,0.7,1,0.0007950130862818323,-0.005068379984527181,-0.04415374579800989,-1.2741132540290416,30,11,partial50pct,0.2400747955678606,0.02006663555158596,-0.22043538601236778
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,10,20,0.6666666666666666,1,0.0009996103856910142,-0.004927974828075283,-0.034523471052730216,-0.9568395835331848,30,11,missed10pct,0.22928867626570548,0.020850871608219152,-0.20984463828135935
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,10,20,0.6666666666666666,1,0.0009702859803831051,-0.005172364095799761,-0.032233118019536065,-0.8624745564669598,30,11,impact10bp,0.23069906889376057,0.020392462478998664,-0.21132795490322032
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,10,20,0.6666666666666666,1,0.0009667330526713402,-0.010246395712772128,-0.036622926690721105,-0.9898445990934504,30,11,funding2x,0.22795022514547247,0.020390669977324926,-0.2070886836088659
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,13,17,0.5666666666666667,1,0.0016000125729845678,-0.00017747118098379282,-0.018389771127396648,-0.707307000103721,30,23,base,0.16199381078171637,0.019756297421266,-0.13904219513384786
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,13,17,0.5666666666666667,1,0.0023974567315948026,-0.00018421965347446603,-0.019571570188997793,-0.7232402780131024,30,23,cost1_5x,0.15888306558665422,0.01964360607573462,-0.14147209136206174
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,13,17,0.5666666666666667,1,0.003193331143895484,-0.00018572500062545848,-0.02116785680526772,-0.7391667008118779,30,23,cost2x,0.15922306021393373,0.019672554190529584,-0.14311072903251443
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,13,17,0.5666666666666667,1,0.003987573662267626,-0.00018722569259367784,-0.022760817936567864,-0.7550860487070128,30,23,extreme25bp,0.1595629287955398,0.019701502703791268,-0.14474651006906902
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,10,20,0.6666666666666666,1,0.0011082769983384267,8.840202842554298e-05,-0.027900797057666495,-1.2352228293402323,30,23,delay1bar,0.17585847471888594,0.021876812153171186,-0.14508360320575575
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,17,13,0.43333333333333335,1,0.0013345011154344082,-0.0005088956961766548,-0.018029011061286845,-0.860464541409826,30,23,partial50pct,0.1714509070905449,0.017497957962625172,-0.15457345867295946
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,13,17,0.5666666666666667,1,0.0015375331854232304,-0.0001839763072208462,-0.018843854833059264,-0.8101486980832384,30,23,missed10pct,0.15856829532012862,0.019729094484389854,-0.13898160713262464
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,13,17,0.5666666666666667,1,0.001598813101197724,-0.00018370816434807764,-0.018990929355517987,-0.7158909279833463,30,23,impact10bp,0.15867410966888462,0.01964146188260346,-0.14124359440095668
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,13,17,0.5666666666666667,1,0.0015996040718384854,-0.0002754331834219802,-0.018384264768932623,-0.7223928592729061,30,23,funding2x,0.1611628573754268,0.019757847912136334,-0.14475008596566452
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,8,22,0.7333333333333333,1,0.0012798755227374998,3.5972585976279856e-05,-0.030798266722382613,-1.1491525459178982,30,47,base,0.18228884598415274,0.018956545572489235,-0.13112003224865
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,8,22,0.7333333333333333,1,0.0019177569229838066,3.737948564072104e-05,-0.032061819442858075,-1.1910097449225814,30,47,cost1_5x,0.18273734844296785,0.018975190914746108,-0.1326182425343161
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,8,22,0.7333333333333333,1,0.0025542733879658224,3.877981130751991e-05,-0.033322643250306205,-1.246666600654264,30,47,cost2x,0.18318566590830831,0.01899383571265767,-0.13411397080047172
cql_no_inventory_penalty,Stopped paths have different endpoints; these descriptive aggregates cannot establish relative economic superiority.,8,22,0.7333333333333333,1,0.0031894293877073317,4.0173586915508154e-05,-0.03458074708298766,-1.3022862035324745,30,47,extreme25bp,0.18363379843235395,0.019012479966197836,-0.13560722098563283
